,Neighborhood Latitude,Neighborhood Longitude,Unnamed: 0,Venue,Venue Category,Venue Latitude,Venue Longitude
2562,47.605483,-122.337427,,Green Tortoise Hostel Seattle,"{'id': '4bf58dd8d48988d1ee931735', 'name': 'Hostel', 'pluralName': 'Hostels', 'shortName': 'Hostel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hostel_', 'suffix': '.png'}, 'primary': True}",47.608927066875495,-122.33982011598532
2563,47.605483,-122.337427,,Magic Mouse Toys,"{'id': '4bf58dd8d48988d1f3941735', 'name': 'Toy / Game Store', 'pluralName': 'Toy / Game Stores', 'shortName': 'Toys & Games', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/toys_', 'suffix': '.png'}, 'primary': True}",47.601888,-122.3345045
2564,47.605483,-122.337427,,Ye Olde Curiosity Shop,"{'id': '4bf58dd8d48988d128951735', 'name': 'Gift Shop', 'pluralName': 'Gift Shops', 'shortName': 'Gift Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/giftshop_', 'suffix': '.png'}, 'primary': True}",47.60437111162997,-122.34007510781944
2565,47.25748400000001,-122.529587,,Pao's Donuts,"{'id': '4bf58dd8d48988d148941735', 'name': 'Donut Shop', 'pluralName': 'Donut Shops', 'shortName': 'Donuts', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/donuts_', 'suffix': '.png'}, 'primary': True}",47.255807098219385,-122.52973916909215
2566,47.25748400000001,-122.529587,,Grocery Outlet,"{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}",47.25620394207166,-122.52418757984205
2567,47.25748400000001,-122.529587,,Ben Dews Clubhouse Grill,"{'id': '4bf58dd8d48988d143941735', 'name': 'Breakfast Spot', 'pluralName': 'Breakfast Spots', 'shortName': 'Breakfast', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/breakfast_', 'suffix': '.png'}, 'primary': True}",47.255723680134786,-122.52465212070757
2568,47.25748400000001,-122.529587,,The Cloverleaf Pizza,"{'id': '4bf58dd8d48988d1ca941735', 'name': 'Pizza Place', 'pluralName': 'Pizza Places', 'shortName': 'Pizza', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True}",47.25531011155181,-122.52404820642245
2569,47.25748400000001,-122.529587,,Chase Bank,"{'id': '4bf58dd8d48988d10a951735', 'name': 'Bank', 'pluralName': 'Banks', 'shortName': 'Bank', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/financial_', 'suffix': '.png'}, 'primary': True}",47.255177,-122.526098
2570,47.25748400000001,-122.529587,,War Memorial Park,"{'id': '4bf58dd8d48988d163941735', 'name': 'Park', 'pluralName': 'Parks', 'shortName': 'Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}, 'primary': True}",47.25623573208071,-122.53388061197626
2571,47.25748400000001,-122.529587,,Tacoma Musical Playhouse,"{'id': '4bf58dd8d48988d137941735', 'name': 'Theater', 'pluralName': 'Theaters', 'shortName': 'Theater', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/performingarts_theater_', 'suffix': '.png'}, 'primary': True}",47.25544074900707,-122.53195886869317
2572,47.25748400000001,-122.529587,,Jack in the Box,"{'id': '4bf58dd8d48988d16e941735', 'name': 'Fast Food Restaurant', 'pluralName': 'Fast Food Restaurants', 'shortName': 'Fast Food', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}, 'primary': True}",47.25520740912346,-122.52685770392418
2573,47.25748400000001,-122.529587,,Imperial Dragon,"{'id': '4bf58dd8d48988d145941735', 'name': 'Chinese Restaurant', 'pluralName': 'Chinese Restaurants', 'shortName': 'Chinese', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}",47.255755307415676,-122.52770112363324
2574,47.25748400000001,-122.529587,,Fuzion cafe,"{'id': '4bf58dd8d48988d142941735', 'name': 'Asian Restaurant', 'pluralName': 'Asian Restaurants', 'shortName': 'Asian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/asian_', 'suffix': '.png'}, 'primary': True}",47.255452441694615,-122.52801105689093
2575,47.25748400000001,-122.529587,,Java Fusion,"{'id': '4bf58dd8d48988d1e0931735', 'name': 'Coffee Shop', 'pluralName': 'Coffee Shops', 'shortName': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True}",47.255245,-122.52843999999999
2576,47.25748400000001,-122.529587,,Narrows Park & Ride,"{'id': '4bf58dd8d48988d1fe931735', 'name': 'Bus Station', 'pluralName': 'Bus Stations', 'shortName': 'Bus Station', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/busstation_', 'suffix': '.png'}, 'primary': True}",47.255682,-122.53206599999999
2577,47.25748400000001,-122.529587,,Highland Hills Music Center,"{'id': '4bf58dd8d48988d1fe941735', 'name': 'Music Store', 'pluralName': 'Music Stores', 'shortName': 'Music Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/music_instruments_', 'suffix': '.png'}, 'primary': True}",47.255218,-122.528001
2578,47.25748400000001,-122.529587,,Los Tres Hermanos,"{'id': '4bf58dd8d48988d1cb941735', 'name': 'Food Truck', 'pluralName': 'Food Trucks', 'shortName': 'Food Truck', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/streetfood_', 'suffix': '.png'}, 'primary': True}",47.2556690116581,-122.52697595429319
2579,47.25748400000001,-122.529587,,Wildside Wine,"{'id': '4bf58dd8d48988d119951735', 'name': 'Wine Shop', 'pluralName': 'Wine Shops', 'shortName': 'Wine Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_wineshop_', 'suffix': '.png'}, 'primary': True}",47.255248,-122.531982
2580,48.002469,-122.532282,,I Got Crabs,"{'id': '4bf58dd8d48988d1ce941735', 'name': 'Seafood Restaurant', 'pluralName': 'Seafood Restaurants', 'shortName': 'Seafood', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/seafood_', 'suffix': '.png'}, 'primary': True}",48.00352709999999,-122.5330947
2581,47.564698,-122.294169,,Bananas Grill,"{'id': '4bf58dd8d48988d1c0941735', 'name': 'Mediterranean Restaurant', 'pluralName': 'Mediterranean Restaurants', 'shortName': 'Mediterranean', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/mediterranean_', 'suffix': '.png'}, 'primary': True}",47.56204966998624,-122.29388100370605
2582,47.564698,-122.294169,,Rainier Vista Boys & Girls Club,"{'id': '4bf58dd8d48988d176941735', 'name': 'Gym', 'pluralName': 'Gyms', 'shortName': 'Gym', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/gym_', 'suffix': '.png'}, 'primary': True}",47.56260201286589,-122.2939752365552
2583,47.564698,-122.294169,,Chandala Thai Cuisine,"{'id': '4bf58dd8d48988d149941735', 'name': 'Thai Restaurant', 'pluralName': 'Thai Restaurants', 'shortName': 'Thai', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/thai_', 'suffix': '.png'}, 'primary': True}",47.56206208967095,-122.29410474085964
2584,47.564698,-122.294169,,ECS Pub League at Rainier Vista,"{'id': '4cce455aebf7b749d5e191f5', 'name': 'Soccer Field', 'pluralName': 'Soccer Fields', 'shortName': 'Soccer Field', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/stadium_soccer_', 'suffix': '.png'}, 'primary': True}",47.562126522792155,-122.29293627598447
2585,47.564698,-122.294169,,CrossFit RE,"{'id': '4bf58dd8d48988d176941735', 'name': 'Gym', 'pluralName': 'Gyms', 'shortName': 'Gym', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/gym_', 'suffix': '.png'}, 'primary': True}",47.564286329565846,-122.28866005172479
2586,47.564698,-122.294169,,Tiger Lily Yoga,"{'id': '4bf58dd8d48988d102941735', 'name': 'Yoga Studio', 'pluralName': 'Yoga Studios', 'shortName': 'Yoga Studio', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/gym_yogastudio_', 'suffix': '.png'}, 'primary': True}",47.564079,-122.288458
2587,47.564698,-122.294169,,Trophy Bakery,"{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}",47.565491,-122.288165
2588,47.564698,-122.294169,,Tagla Ethiopian Cafe,"{'id': '4bf58dd8d48988d10a941735', 'name': 'Ethiopian Restaurant', 'pluralName': 'Ethiopian Restaurants', 'shortName': 'Ethiopian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/ethiopian_', 'suffix': '.png'}, 'primary': True}",47.56357280565526,-122.28819298918572
2589,47.620288,-122.195945,,KidsQuest Children's Museum,"{'id': '4bf58dd8d48988d181941735', 'name': 'Museum', 'pluralName': 'Museums', 'shortName': 'Museum', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/museum_', 'suffix': '.png'}, 'primary': True}",47.62082061394476,-122.19587445259094
2590,47.620288,-122.195945,,Flo,"{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}",47.62068766391465,-122.19934898080973
2591,47.620288,-122.195945,,Yuan Spa,"{'id': '4bf58dd8d48988d1ed941735', 'name': 'Spa', 'pluralName': 'Spas', 'shortName': 'Spa', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/spa_', 'suffix': '.png'}, 'primary': True}",47.61942592665719,-122.19916359677292
2592,47.620288,-122.195945,,Sharetea Bellevue,"{'id': '52e81612bcbc57f1066b7a0c', 'name': 'Bubble Tea Shop', 'pluralName': 'Bubble Tea Shops', 'shortName': 'Bubble Tea', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bubble_', 'suffix': '.png'}, 'primary': True}",47.62043278479312,-122.19366131451851
2593,47.620288,-122.195945,,Cafe Cesura,"{'id': '4bf58dd8d48988d1e0931735', 'name': 'Coffee Shop', 'pluralName': 'Coffee Shops', 'shortName': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True}",47.61953241129027,-122.19636156275836
2594,47.620288,-122.195945,,Rolls & Rolls Plus Sushi,"{'id': '4bf58dd8d48988d1d2941735', 'name': 'Sushi Restaurant', 'pluralName': 'Sushi Restaurants', 'shortName': 'Sushi', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/sushi_', 'suffix': '.png'}, 'primary': True}",47.62087606136368,-122.19356049063566
2595,47.620288,-122.195945,,Rice N Spice,"{'id': '4bf58dd8d48988d149941735', 'name': 'Thai Restaurant', 'pluralName': 'Thai Restaurants', 'shortName': 'Thai', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/thai_', 'suffix': '.png'}, 'primary': True}",47.62033106988368,-122.19928214982987
2596,47.620288,-122.195945,,Flywheel Sports - Bellevue,"{'id': '52f2ab2ebcbc57f1066b8b49', 'name': 'Cycle Studio', 'pluralName': 'Cycle Studios', 'shortName': 'Cycle Studio', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bikeshop_', 'suffix': '.png'}, 'primary': True}",47.61976,-122.19823000000001
2597,47.620288,-122.195945,,Top Pot Doughnuts,"{'id': '4bf58dd8d48988d148941735', 'name': 'Donut Shop', 'pluralName': 'Donut Shops', 'shortName': 'Donuts', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/donuts_', 'suffix': '.png'}, 'primary': True}",47.6184412846848,-122.19885465827305
2598,47.620288,-122.195945,,Hyatt Regency Bellevue,"{'id': '4bf58dd8d48988d1fa931735', 'name': 'Hotel', 'pluralName': 'Hotels', 'shortName': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}, 'primary': True}",47.61881279518832,-122.20043131383837
2599,47.620288,-122.195945,,KCLS Bellevue Library,"{'id': '4bf58dd8d48988d12f941735', 'name': 'Library', 'pluralName': 'Libraries', 'shortName': 'Library', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/library_', 'suffix': '.png'}, 'primary': True}",47.620029685775364,-122.19416031066359
2600,47.620288,-122.195945,,Seattle Coffee Gear,"{'id': '58daa1558bbb0b01f18ec1b4', 'name': 'Kitchen Supply Store', 'pluralName': 'Kitchen Supply Stores', 'shortName': 'Kitchen Supply', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_butcher_', 'suffix': '.png'}, 'primary': True}",47.61772574607245,-122.19667665872193
2601,47.620288,-122.195945,,Daniel's Broiler,"{'id': '4bf58dd8d48988d1cc941735', 'name': 'Steakhouse', 'pluralName': 'Steakhouses', 'shortName': 'Steakhouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}, 'primary': True}",47.617835982032936,-122.2003425736677
2602,47.620288,-122.195945,,John Howie Steak,"{'id': '4bf58dd8d48988d1cc941735', 'name': 'Steakhouse', 'pluralName': 'Steakhouses', 'shortName': 'Steakhouse', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/steakhouse_', 'suffix': '.png'}, 'primary': True}",47.61703456375739,-122.19225775312088
2603,47.620288,-122.195945,,CrossFit Amped,"{'id': '4bf58dd8d48988d175941735', 'name': 'Gym / Fitness Center', 'pluralName': 'Gyms or Fitness Centers', 'shortName': 'Gym / Fitness', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/gym_', 'suffix': '.png'}, 'primary': True}",47.61958317681318,-122.19928091333873
2604,47.620288,-122.195945,,The French Bakery,"{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}",47.61861566087697,-122.19149548919063
2605,47.620288,-122.195945,,Obadiah Salon,"{'id': '4bf58dd8d48988d110951735', 'name': 'Salon / Barbershop', 'pluralName': 'Salons / Barbershops', 'shortName': 'Salon / Barbershop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/salon_barber_', 'suffix': '.png'}, 'primary': True}",47.61772054111703,-122.20046687184107
2606,47.620288,-122.195945,,Honor Coffee & Tea,"{'id': '4bf58dd8d48988d1e0931735', 'name': 'Coffee Shop', 'pluralName': 'Coffee Shops', 'shortName': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True}",47.617748951867426,-122.19196259488831
2607,47.620288,-122.195945,,Hilton Garden Inn,"{'id': '4bf58dd8d48988d1fa931735', 'name': 'Hotel', 'pluralName': 'Hotels', 'shortName': 'Hotel', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_', 'suffix': '.png'}, 'primary': True}",47.619126,-122.1966041
2608,47.620288,-122.195945,,Pure Barre Bellevue,"{'id': '4bf58dd8d48988d176941735', 'name': 'Gym', 'pluralName': 'Gyms', 'shortName': 'Gym', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/gym_', 'suffix': '.png'}, 'primary': True}",47.61816444562253,-122.19123107055223
2609,47.620288,-122.195945,,Din Tai Fung Dumpling House,"{'id': '4bf58dd8d48988d108941735', 'name': 'Dumpling Restaurant', 'pluralName': 'Dumpling Restaurants', 'shortName': 'Dumplings', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dumplings_', 'suffix': '.png'}, 'primary': True}",47.617241079519,-122.20079345791164
2610,47.620288,-122.195945,,Fonté Coffee Roaster Cafe - Bellevue,"{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}",47.618120541129606,-122.20030813980745
2611,47.620288,-122.195945,,Black Bottle Postern,"{'id': '4bf58dd8d48988d155941735', 'name': 'Gastropub', 'pluralName': 'Gastropubs', 'shortName': 'Gastropub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}, 'primary': True}",47.618614337819814,-122.20183110814587
2612,47.620288,-122.195945,,Louis Vuitton,"{'id': '4bf58dd8d48988d104951735', 'name': 'Boutique', 'pluralName': 'Boutiques', 'shortName': 'Boutique', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/apparel_boutique_', 'suffix': '.png'}, 'primary': True}",47.616536850711505,-122.19278371202614
2613,47.620288,-122.195945,,Lunchbox Laboratory,"{'id': '4bf58dd8d48988d16c941735', 'name': 'Burger Joint', 'pluralName': 'Burger Joints', 'shortName': 'Burgers', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}, 'primary': True}",47.619111193144725,-122.19131459786409
2614,47.620288,-122.195945,,Recoop Spa,"{'id': '4bf58dd8d48988d1ed941735', 'name': 'Spa', 'pluralName': 'Spas', 'shortName': 'Spa', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/spa_', 'suffix': '.png'}, 'primary': True}",47.618823678249576,-122.20183531127951
2615,47.620288,-122.195945,,Barnes & Noble,"{'id': '4bf58dd8d48988d114951735', 'name': 'Bookstore', 'pluralName': 'Bookstores', 'shortName': 'Bookstore', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/bookstore_', 'suffix': '.png'}, 'primary': True}",47.61651792084346,-122.19799373554069
2616,47.620288,-122.195945,,Lady M and Royce' Pop-up,"{'id': '4bf58dd8d48988d1d0941735', 'name': 'Dessert Shop', 'pluralName': 'Dessert Shops', 'shortName': 'Desserts', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/dessert_', 'suffix': '.png'}, 'primary': True}",47.616532,-122.192551
2617,47.620288,-122.195945,,Maggiano's Little Italy,"{'id': '4bf58dd8d48988d110941735', 'name': 'Italian Restaurant', 'pluralName': 'Italian Restaurants', 'shortName': 'Italian', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/italian_', 'suffix': '.png'}, 'primary': True}",47.61734096619382,-122.20081715375325
2618,47.620288,-122.195945,,The Shops at The Bravern,"{'id': '4bf58dd8d48988d1fd941735', 'name': 'Shopping Mall', 'pluralName': 'Shopping Malls', 'shortName': 'Mall', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/mall_', 'suffix': '.png'}, 'primary': True}",47.6164193219776,-122.19301521778108
2619,47.620288,-122.195945,,JOEY Bellevue,"{'id': '4bf58dd8d48988d157941735', 'name': 'New American Restaurant', 'pluralName': 'New American Restaurants', 'shortName': 'New American', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/newamerican_', 'suffix': '.png'}, 'primary': True}",47.617817850731726,-122.20103075215692
2620,47.620288,-122.195945,,Trophy Café,"{'id': '4bf58dd8d48988d1bc941735', 'name': 'Cupcake Shop', 'pluralName': 'Cupcake Shops', 'shortName': 'Cupcakes', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cupcakes_', 'suffix': '.png'}, 'primary': True}",47.61616761719628,-122.19332103935791
2621,47.620288,-122.195945,,Neiman Marcus,"{'id': '4bf58dd8d48988d1f6941735', 'name': 'Department Store', 'pluralName': 'Department Stores', 'shortName': 'Department Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/departmentstore_', 'suffix': '.png'}, 'primary': True}",47.616684028109425,-122.19303167448834
2622,47.620288,-122.195945,,Gucci at The Shops at The Bravern,"{'id': '4bf58dd8d48988d108951735', 'name': ""Women's Store"", 'pluralName': ""Women's Stores"", 'shortName': ""Women's Store"", 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/apparel_women_', 'suffix': '.png'}, 'primary': True}",47.6163931,-122.192627
2623,47.620288,-122.195945,,Georgia Zumdieck Park,"{'id': '4bf58dd8d48988d163941735', 'name': 'Park', 'pluralName': 'Parks', 'shortName': 'Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}, 'primary': True}",47.62394022747519,-122.19620526427832
2624,47.620288,-122.195945,,Bovee Park,"{'id': '4bf58dd8d48988d163941735', 'name': 'Park', 'pluralName': 'Parks', 'shortName': 'Park', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/park_', 'suffix': '.png'}, 'primary': True}",47.624032535854504,-122.196134970852
2625,47.446961,-122.20266200000002,,Romio's Pizza and Pasta,"{'id': '4bf58dd8d48988d1ca941735', 'name': 'Pizza Place', 'pluralName': 'Pizza Places', 'shortName': 'Pizza', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/pizza_', 'suffix': '.png'}, 'primary': True}",47.44503572898339,-122.19794392315077
2626,47.446961,-122.20266200000002,,Wendy’s,"{'id': '4bf58dd8d48988d16e941735', 'name': 'Fast Food Restaurant', 'pluralName': 'Fast Food Restaurants', 'shortName': 'Fast Food', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}, 'primary': True}",47.444925450147906,-122.19851911067964
2627,47.446961,-122.20266200000002,,Great Clips,"{'id': '4bf58dd8d48988d110951735', 'name': 'Salon / Barbershop', 'pluralName': 'Salons / Barbershops', 'shortName': 'Salon / Barbershop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/salon_barber_', 'suffix': '.png'}, 'primary': True}",47.44480025483603,-122.19784475595587
2628,47.446961,-122.20266200000002,,McDonald's,"{'id': '4bf58dd8d48988d16e941735', 'name': 'Fast Food Restaurant', 'pluralName': 'Fast Food Restaurants', 'shortName': 'Fast Food', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/fastfood_', 'suffix': '.png'}, 'primary': True}",47.44624698071736,-122.19811196734554
2629,47.446961,-122.20266200000002,,T-Mobile,"{'id': '4f04afc02fb6e1c99f3db0bc', 'name': 'Mobile Phone Shop', 'pluralName': 'Mobile Phone Shops', 'shortName': 'Mobile Phones', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/mobilephoneshop_', 'suffix': '.png'}, 'primary': True}",47.4447240986291,-122.197505235672
2630,47.446961,-122.20266200000002,,KFC,"{'id': '4d4ae6fc7a7b7dea34424761', 'name': 'Fried Chicken Joint', 'pluralName': 'Fried Chicken Joints', 'shortName': 'Fried Chicken', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/friedchicken_', 'suffix': '.png'}, 'primary': True}",47.44429722709399,-122.20070746267186
2631,47.446961,-122.20266200000002,,SUBWAY,"{'id': '4bf58dd8d48988d1c5941735', 'name': 'Sandwich Place', 'pluralName': 'Sandwich Places', 'shortName': 'Sandwiches', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}",47.44442399075467,-122.1975665214917
2632,47.446961,-122.20266200000002,,7-Eleven,"{'id': '4d954b0ea243a5684a65b473', 'name': 'Convenience Store', 'pluralName': 'Convenience Stores', 'shortName': 'Convenience Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/conveniencestore_', 'suffix': '.png'}, 'primary': True}",47.444826890829,-122.19757676121799
2633,47.446961,-122.20266200000002,,El Gallito Taco Truck,"{'id': '4bf58dd8d48988d1cb941735', 'name': 'Food Truck', 'pluralName': 'Food Trucks', 'shortName': 'Food Truck', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/streetfood_', 'suffix': '.png'}, 'primary': True}",47.44501331882388,-122.20050855406969
2634,47.446961,-122.20266200000002,,Double Wired Espresso,"{'id': '4bf58dd8d48988d1e0931735', 'name': 'Coffee Shop', 'pluralName': 'Coffee Shops', 'shortName': 'Coffee Shop', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/coffeeshop_', 'suffix': '.png'}, 'primary': True}",47.44544305733118,-122.19905379827631
2635,47.446961,-122.20266200000002,,Pet Pros,"{'id': '4bf58dd8d48988d100951735', 'name': 'Pet Store', 'pluralName': 'Pet Stores', 'shortName': 'Pet Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/pet_store_', 'suffix': '.png'}, 'primary': True}",47.44412290412985,-122.19972532250615
2636,47.446961,-122.20266200000002,,Music & Arts,"{'id': '4bf58dd8d48988d1fe941735', 'name': 'Music Store', 'pluralName': 'Music Stores', 'shortName': 'Music Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/music_instruments_', 'suffix': '.png'}, 'primary': True}",47.444543,-122.197663
2637,47.573734,-122.038369,,Plateau Chiropractic and Massage,"{'id': '52e81612bcbc57f1066b7a3a', 'name': 'Chiropractor', 'pluralName': 'Chiropractors', 'shortName': 'Chiropractors', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/medical_doctorsoffice_', 'suffix': '.png'}, 'primary': True}",47.5752534,-122.0363908
2638,47.735439,-121.973383,,Nathan Rhodes Media,"{'id': '5453de49498eade8af355881', 'name': 'Business Service', 'pluralName': 'Business Services', 'shortName': 'Business Services', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/building/default_', 'suffix': '.png'}, 'primary': True}",47.736797982574885,-121.9735649228096
2639,47.735439,-121.973383,,The New Friends Fun Park (Fox Hollow),"{'id': '4bf58dd8d48988d1e7941735', 'name': 'Playground', 'pluralName': 'Playgrounds', 'shortName': 'Playground', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/playground_', 'suffix': '.png'}, 'primary': True}",47.734198049932175,-121.96904894138252
2640,47.294879,-122.37208400000002,,Top Shelf Appliance Service,"{'id': '52f2ab2ebcbc57f1066b8b2f', 'name': 'Other Repair Shop', 'pluralName': 'Other Repair Shops', 'shortName': 'Other Repair', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/default_', 'suffix': '.png'}, 'primary': True}",47.29668454,-122.37193364
2641,47.294879,-122.37208400000002,,Alderdale Park,"{'id': '4bf58dd8d48988d1e7941735', 'name': 'Playground', 'pluralName': 'Playgrounds', 'shortName': 'Playground', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/parks_outdoors/playground_', 'suffix': '.png'}, 'primary': True}",47.297308446738825,-122.36798935572737
2642,47.294879,-122.37208400000002,,Kitchen & Bath Builders Llc,"{'id': '5454144b498ec1f095bff2f2', 'name': 'Construction & Landscaping', 'pluralName': 'Construction & Landscaping', 'shortName': 'Construction', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/realestate_', 'suffix': '.png'}, 'primary': True}",47.293424200000004,-122.3757199
